2024-03-07 12:03:36,566: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-03-07 12:03:37,093: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-03-07 12:03:37,093: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-03-07 12:03:37,094: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-03-07 12:03:37,094: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-03-07 12:03:37,094: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-07 12:03:37
2024-03-07 12:03:37,095: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,099: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,099: root: INFO: MLTrader : Trading iteration ended at 2024-03-07 12:03:37
2024-03-07 12:03:37,099: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,100: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,100: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,100: root: INFO: stop order of | 10 SPY sell | with status unprocessed was sent to broker backtesting
2024-03-07 12:03:37,100: root: INFO: limit order of | 10 SPY sell | with status unprocessed was sent to broker backtesting
2024-03-07 12:03:37,100: root: INFO: Filled Transaction: buy 10 of SPY at 469.32998657 USD per share
2024-03-07 12:03:37,100: root: INFO: market order of | 10 SPY buy | of class bracket with status unprocessed was filled
2024-03-07 12:03:37,102: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-03-07 12:03:37,102: root: INFO: MLTrader : Executing the on_filled_order event method
2024-03-07 12:03:37,102: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-03-07 12:03:37,102: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-07 12:03:37
2024-03-07 12:03:37,102: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,103: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,103: root: INFO: MLTrader : Trading iteration ended at 2024-03-07 12:03:37
2024-03-07 12:03:37,103: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,103: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,103: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,103: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,103: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,103: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,104: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,104: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,104: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,104: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,104: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,104: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,105: root: INFO: Current backtesting datetime 2023-12-16 09:25:00-05:00
2024-03-07 12:03:37,105: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,105: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,105: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,105: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,105: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,105: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,105: root: INFO: Current backtesting datetime 2023-12-16 09:25:00-05:00
2024-03-07 12:03:37,105: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-03-07 12:03:37,106: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,106: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,106: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,106: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,106: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,106: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,106: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-03-07 12:03:37,106: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-03-07 12:03:37,107: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,107: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,107: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,107: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,107: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,107: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,107: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,107: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,108: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-03-07 12:03:37,108: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-03-07 12:03:37,108: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-07 12:03:37
2024-03-07 12:03:37,108: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,109: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,109: root: INFO: MLTrader : Trading iteration ended at 2024-03-07 12:03:37
2024-03-07 12:03:37,109: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,109: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,109: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,109: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,109: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,110: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,110: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-03-07 12:03:37,110: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-03-07 12:03:37,110: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-07 12:03:37
2024-03-07 12:03:37,110: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,111: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,111: root: INFO: MLTrader : Trading iteration ended at 2024-03-07 12:03:37
2024-03-07 12:03:37,111: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,111: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,111: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,111: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,111: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,111: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,112: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-03-07 12:03:37,112: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-03-07 12:03:37,112: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-07 12:03:37
2024-03-07 12:03:37,112: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,113: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,113: root: INFO: MLTrader : Trading iteration ended at 2024-03-07 12:03:37
2024-03-07 12:03:37,113: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,113: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,113: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,113: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,113: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,113: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,114: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-03-07 12:03:37,114: root: INFO: Current backtesting datetime 2023-12-21 09:30:00-05:00
2024-03-07 12:03:37,114: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-07 12:03:37
2024-03-07 12:03:37,114: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,115: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,115: root: INFO: MLTrader : Trading iteration ended at 2024-03-07 12:03:37
2024-03-07 12:03:37,115: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,115: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,115: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,115: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,115: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,115: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,116: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-03-07 12:03:37,116: root: INFO: Current backtesting datetime 2023-12-22 09:30:00-05:00
2024-03-07 12:03:37,116: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-07 12:03:37
2024-03-07 12:03:37,116: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,117: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,117: root: INFO: MLTrader : Trading iteration ended at 2024-03-07 12:03:37
2024-03-07 12:03:37,117: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,117: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,117: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,117: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,117: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,117: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,118: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-03-07 12:03:37,118: root: INFO: Current backtesting datetime 2023-12-23 09:30:00-05:00
2024-03-07 12:03:37,118: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-03-07 12:03:37
2024-03-07 12:03:37,118: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,119: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,119: root: INFO: MLTrader : Trading iteration ended at 2024-03-07 12:03:37
2024-03-07 12:03:37,119: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,119: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,119: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,119: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,119: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,120: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,120: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,120: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,120: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,120: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,120: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,120: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,121: root: INFO: Current backtesting datetime 2023-12-23 09:25:00-05:00
2024-03-07 12:03:37,121: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,121: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,121: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,121: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,121: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,121: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,122: root: INFO: Current backtesting datetime 2023-12-23 09:25:00-05:00
2024-03-07 12:03:37,122: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-03-07 12:03:37,122: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-07 12:03:37,122: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-07 12:03:37,122: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
