datetime,portfolio_value,cash,return
2020-01-02 09:30:00-05:00,100000.0,100000.0,
2020-01-03 09:30:00-05:00,98059.62644958496,-2757.8551330566406,-0.01940373550415042
2020-01-04 09:30:00-05:00,98533.82047271729,-2757.8551330566406,0.0048357722775551615
2020-01-06 09:30:00-05:00,98533.82047271729,-2757.8551330566406,0.0
2020-01-07 09:30:00-05:00,98694.64486694336,-2757.8551330566406,0.001632174551382537
2020-01-08 09:30:00-05:00,102297.34063720703,-2757.8551330566406,0.03650345745831185
2020-01-09 09:30:00-05:00,101856.95127105713,-2757.8551330566406,-0.004304993300966897
2020-01-10 09:30:00-05:00,103997.98550415039,-2757.8551330566406,0.02102001097004802
2020-01-11 09:30:00-05:00,104523.27639007568,-2757.8551330566406,0.005050971741220156
2020-01-13 09:30:00-05:00,104523.27639007568,-2757.8551330566406,0.0
2020-01-14 09:30:00-05:00,105167.31932067871,-2757.8551330566406,0.006161717780444276
2020-01-15 09:30:00-05:00,105383.74710083008,-2757.8551330566406,0.0020579375945812828
2020-01-16 09:30:00-05:00,104722.42343139648,-2757.8551330566406,-0.006275385793606758
2020-01-17 09:30:00-05:00,106017.26334381104,-2757.8551330566406,0.012364495300882794
2020-01-18 09:30:00-05:00,107179.83164215088,-2757.8551330566406,0.010965839540393318
2020-01-21 09:30:00-05:00,107179.83164215088,-2757.8551330566406,0.0
2020-01-22 09:30:00-05:00,108398.014793396,-2757.8551330566406,0.011365787131597305
2020-01-23 09:30:00-05:00,109290.79945373535,-2757.8551330566406,0.008236171686732296
2020-01-24 09:30:00-05:00,109038.29655456543,-2757.8551330566406,-0.0023103765406786714
2020-01-25 09:30:00-05:00,109485.42850494385,-2757.8551330566406,0.004100687231065381
2020-01-27 09:30:00-05:00,109485.42850494385,-2757.8551330566406,0.0
2020-01-28 09:30:00-05:00,104781.79945373535,-2757.8551330566406,-0.042961233430219514
2020-01-29 09:30:00-05:00,105683.59716033936,-2757.8551330566406,0.008606434622285608
2020-01-30 09:30:00-05:00,106870.96853637695,-2757.8551330566406,0.011235152927621783
2020-01-31 09:30:00-05:00,105455.14051818848,-2757.8551330566406,-0.013248013352724075
2020-02-01 09:30:00-05:00,107629.97940826416,-2757.8551330566406,0.02062335585907804
2020-02-03 09:30:00-05:00,107629.97940826416,-2757.8551330566406,0.0
2020-02-04 09:30:00-05:00,107111.44257354736,-2757.8551330566406,-0.004817773240946899
2020-02-05 09:30:00-05:00,106740.9559173584,-2757.8551330566406,-0.0034588896133536107
2020-02-06 09:30:00-05:00,107143.0111694336,-2757.8551330566406,0.0037666446643636053
2020-02-07 09:30:00-05:00,106234.44794464111,-2757.8551330566406,-0.008479911240834026
2020-02-08 09:30:00-05:00,107509.73665618896,-2757.8551330566406,0.012004474407514287
2020-02-10 09:30:00-05:00,107509.73665618896,-2757.8551330566406,0.0
2020-02-11 09:30:00-05:00,108037.29800415039,-2757.8551330566406,0.004907102969180732
