datetime,portfolio_value,cash,return
2023-12-15 09:30:00-05:00,100000.0,100000.0,
2023-12-16 09:30:00-05:00,100001.6000366211,95306.70013427734,1.6000366210855432e-05
2023-12-18 09:30:00-05:00,100020.66003662109,95325.76013427734,0.00019059695037904056
2023-12-19 09:30:00-05:00,100035.56024414062,95325.76013427734,0.00014897129767055262
2023-12-20 09:30:00-05:00,100051.06012207031,95325.76013427734,0.00015494368094559618
2023-12-21 09:30:00-05:00,100065.36004882812,95325.76013427734,0.00014292628924028605
2023-12-22 09:30:00-05:00,100039.06,95325.76013427734,-0.00026282870331240105
2023-12-23 09:30:00-05:00,100064.35998779297,95325.76013427734,0.00025290109476205913
2023-12-26 09:30:00-05:00,100064.35998779297,95325.76013427734,0.0
2023-12-27 09:30:00-05:00,100066.46020751953,95325.76013427734,2.0988688947953804e-05
2023-12-28 09:30:00-05:00,100080.1601586914,95325.76013427734,0.00013690852203085413
2023-12-29 09:30:00-05:00,100094.56018310547,95325.76013427734,0.00014388490577177393
2023-12-30 09:30:00-05:00,100090.66003662109,95325.76013427734,-3.8964619827885905e-05
