datetime,portfolio_value,cash,return
2022-12-01 09:30:00-05:00,100000.0,100000.0,
2022-12-01 09:30:10-05:00,100000.0,100000.0,0.0
2022-12-01 09:30:20-05:00,100000.0,100000.0,0.0
2022-12-01 09:30:30-05:00,100000.0,100000.0,0.0
2022-12-01 09:30:40-05:00,100000.0,100000.0,0.0
2022-12-01 09:30:50-05:00,100000.0,100000.0,0.0
2022-12-01 09:31:00-05:00,100000.0,100000.0,0.0
2022-12-01 09:31:10-05:00,100000.0,100000.0,0.0
2022-12-01 09:31:20-05:00,100000.0,100000.0,0.0
2022-12-01 09:31:30-05:00,100000.0,100000.0,0.0
2022-12-01 09:31:40-05:00,100000.0,100000.0,0.0
2022-12-01 09:31:50-05:00,100000.0,100000.0,0.0
2022-12-01 09:32:00-05:00,100000.0,100000.0,0.0
2022-12-01 09:32:10-05:00,100000.0,100000.0,0.0
2022-12-01 09:32:20-05:00,100000.0,100000.0,0.0
2022-12-01 09:32:30-05:00,100000.0,100000.0,0.0
2022-12-01 09:32:40-05:00,100000.0,100000.0,0.0
2022-12-01 09:32:50-05:00,100000.0,100000.0,0.0
2022-12-01 09:33:00-05:00,100000.0,100000.0,0.0
2022-12-01 09:33:10-05:00,100000.0,100000.0,0.0
2022-12-01 09:33:20-05:00,100000.0,100000.0,0.0
2022-12-01 09:33:30-05:00,100000.0,100000.0,0.0
2022-12-01 09:33:40-05:00,100000.0,100000.0,0.0
2022-12-01 09:33:50-05:00,100000.0,100000.0,0.0
2022-12-01 09:34:00-05:00,100000.0,100000.0,0.0
2022-12-01 09:34:10-05:00,100000.0,100000.0,0.0
2022-12-01 09:34:20-05:00,100000.0,100000.0,0.0
2022-12-01 09:34:30-05:00,100000.0,100000.0,0.0
2022-12-01 09:34:40-05:00,100000.0,100000.0,0.0
2022-12-01 09:34:50-05:00,100000.0,100000.0,0.0
2022-12-01 09:35:00-05:00,100000.0,100000.0,0.0
2022-12-01 09:35:10-05:00,100000.0,100000.0,0.0
2022-12-01 09:35:20-05:00,100000.0,100000.0,0.0
2022-12-01 09:35:30-05:00,100000.0,100000.0,0.0
2022-12-01 09:35:40-05:00,100000.0,100000.0,0.0
2022-12-01 09:35:50-05:00,100000.0,100000.0,0.0
2022-12-01 09:36:00-05:00,100000.0,100000.0,0.0
2022-12-01 09:36:10-05:00,100000.0,100000.0,0.0
2022-12-01 09:36:20-05:00,100000.0,100000.0,0.0
2022-12-01 09:36:30-05:00,100000.0,100000.0,0.0
2022-12-01 09:36:40-05:00,100000.0,100000.0,0.0
2022-12-01 09:36:50-05:00,100000.0,100000.0,0.0
2022-12-01 09:37:00-05:00,100000.0,100000.0,0.0
2022-12-01 09:37:10-05:00,100000.0,100000.0,0.0
2022-12-01 09:37:20-05:00,100000.0,100000.0,0.0
2022-12-01 09:37:30-05:00,100000.0,100000.0,0.0
2022-12-01 09:37:40-05:00,100000.0,100000.0,0.0
2022-12-01 09:37:50-05:00,100000.0,100000.0,0.0
2022-12-01 09:38:00-05:00,100000.0,100000.0,0.0
2022-12-01 09:38:10-05:00,100000.0,100000.0,0.0
2022-12-01 09:38:20-05:00,100000.0,100000.0,0.0
2022-12-01 09:38:30-05:00,100000.0,100000.0,0.0
2022-12-01 09:38:40-05:00,100000.0,100000.0,0.0
2022-12-01 09:38:50-05:00,100000.0,100000.0,0.0
2022-12-01 09:39:00-05:00,100000.0,100000.0,0.0
2022-12-01 09:39:10-05:00,100000.0,100000.0,0.0
2022-12-01 09:39:20-05:00,100000.0,100000.0,0.0
2022-12-01 09:39:30-05:00,100000.0,100000.0,0.0
2022-12-01 09:39:40-05:00,100000.0,100000.0,0.0
2022-12-01 09:39:50-05:00,100000.0,100000.0,0.0
2022-12-01 09:40:00-05:00,100000.0,100000.0,0.0
2022-12-01 09:40:10-05:00,100000.0,100000.0,0.0
2022-12-01 09:40:20-05:00,100000.0,100000.0,0.0
2022-12-01 09:40:30-05:00,100000.0,100000.0,0.0
2022-12-01 09:40:40-05:00,100000.0,100000.0,0.0
2022-12-01 09:40:50-05:00,100000.0,100000.0,0.0
2022-12-01 09:41:00-05:00,100000.0,100000.0,0.0
2022-12-01 09:41:10-05:00,100000.0,100000.0,0.0
2022-12-01 09:41:20-05:00,100000.0,100000.0,0.0
2022-12-01 09:41:30-05:00,100000.0,100000.0,0.0
2022-12-01 09:41:40-05:00,100000.0,100000.0,0.0
2022-12-01 09:41:50-05:00,100000.0,100000.0,0.0
2022-12-01 09:42:00-05:00,100000.0,100000.0,0.0
2022-12-01 09:42:10-05:00,100000.0,100000.0,0.0
2022-12-01 09:42:20-05:00,100000.0,100000.0,0.0
2022-12-01 09:42:30-05:00,100000.0,100000.0,0.0
2022-12-01 09:42:40-05:00,100000.0,100000.0,0.0
2022-12-01 09:42:50-05:00,100000.0,100000.0,0.0
2022-12-01 09:43:00-05:00,100000.0,100000.0,0.0
2022-12-01 09:43:10-05:00,100000.0,100000.0,0.0
2022-12-01 09:43:20-05:00,100000.0,100000.0,0.0
2022-12-01 09:43:30-05:00,100000.0,100000.0,0.0
2022-12-01 09:43:40-05:00,100000.0,100000.0,0.0
2022-12-01 09:43:50-05:00,100000.0,100000.0,0.0
2022-12-01 09:44:00-05:00,100000.0,100000.0,0.0
2022-12-01 09:44:10-05:00,100000.0,100000.0,0.0
2022-12-01 09:44:20-05:00,100000.0,100000.0,0.0
2022-12-01 09:44:30-05:00,100000.0,100000.0,0.0
2022-12-01 09:44:40-05:00,100000.0,100000.0,0.0
2022-12-01 09:44:50-05:00,100000.0,100000.0,0.0
2022-12-01 09:45:00-05:00,100000.0,100000.0,0.0
2022-12-01 09:45:10-05:00,100000.0,100000.0,0.0
2022-12-01 09:45:20-05:00,100000.0,100000.0,0.0
2022-12-01 09:45:30-05:00,100000.0,100000.0,0.0
2022-12-01 09:45:40-05:00,100000.0,100000.0,0.0
2022-12-01 09:45:50-05:00,100000.0,100000.0,0.0
2022-12-01 09:46:00-05:00,100000.0,100000.0,0.0
2022-12-01 09:46:10-05:00,100000.0,100000.0,0.0
2022-12-01 09:46:20-05:00,100000.0,100000.0,0.0
2022-12-01 09:46:30-05:00,100000.0,100000.0,0.0
2022-12-01 09:46:40-05:00,100000.0,100000.0,0.0
2022-12-01 09:46:50-05:00,100000.0,100000.0,0.0
2022-12-01 09:47:00-05:00,100000.0,100000.0,0.0
